fruit_key,kpin,season,subzone,variety,growing_method,pack_week,reading_date,dm_pct,mts_threshold,mts_status,tzg_score,tzg_grade,pest_indicator,maturity_area,sample_size
231,100014,2022/23,Te Puke,Green,conventional,17,2023-04-24,17.6,15.5,PASS,0.467,B,0,100014_17,90
232,100014,2022/23,Te Puke,Green,conventional,18,2023-05-01,17.0,15.5,PASS,0.333,C,0,100014_18,90
233,100014,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.88,15.5,PASS,0.307,C,0,100014_19,90
234,100014,2022/23,Te Puke,Green,conventional,20,2023-05-15,17.69,15.5,PASS,0.487,B,0,100014_20,90
235,100014,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.02,15.5,PASS,0.116,D,0,100014_21,90
236,100014,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.71,15.5,PASS,0.269,C,0,100014_22,90
237,100014,2022/23,Te Puke,Green,conventional,23,2023-06-05,17.08,15.5,PASS,0.351,C,0,100014_23,90
238,100014,2022/23,Te Puke,Green,conventional,24,2023-06-12,17.1,15.5,PASS,0.356,C,0,100014_24,90
239,100014,2022/23,Te Puke,Green,conventional,25,2023-06-19,16.4,15.5,PASS,0.2,C,0,100014_25,90
240,100014,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.55,15.5,PASS,0.233,C,0,100014_26,90
241,100015,2022/23,Te Puke,Green,conventional,11,2023-03-13,16.55,15.5,PASS,0.233,C,0,100015_11,90
242,100015,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.84,15.5,PASS,0.298,C,0,100015_12,90
243,100015,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.96,15.5,PASS,0.324,C,0,100015_13,90
244,100015,2022/23,Te Puke,Green,conventional,14,2023-04-03,16.83,15.5,PASS,0.296,C,0,100015_14,90
245,100015,2022/23,Te Puke,Green,conventional,15,2023-04-10,16.88,15.5,PASS,0.307,C,0,100015_15,90
246,100015,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.71,15.5,PASS,0.269,C,0,100015_16,90
247,100015,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.62,15.5,PASS,0.249,C,0,100015_17,90
248,100015,2022/23,Te Puke,Green,conventional,18,2023-05-01,17.4,15.5,PASS,0.422,B,0,100015_18,90
249,100015,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.47,15.5,PASS,0.216,C,0,100015_19,90
250,100015,2022/23,Te Puke,Green,conventional,20,2023-05-15,17.53,15.5,PASS,0.451,B,0,100015_20,90
251,100015,2022/23,Te Puke,Green,conventional,21,2023-05-22,17.26,15.5,PASS,0.391,C,0,100015_21,90
252,100015,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.73,15.5,PASS,0.273,C,0,100015_22,90
253,100015,2022/23,Te Puke,Green,conventional,23,2023-06-05,15.91,15.5,PASS,0.091,D,0,100015_23,90
254,100015,2022/23,Te Puke,Green,conventional,24,2023-06-12,16.58,15.5,PASS,0.24,C,0,100015_24,90
255,100015,2022/23,Te Puke,Green,conventional,25,2023-06-19,15.39,15.5,FAIL,0.0,F,0,100015_25,90
256,100015,2022/23,Te Puke,Green,conventional,26,2023-06-26,15.95,15.5,PASS,0.1,D,0,100015_26,90
257,100016,2022/23,Te Puke,Green,conventional,11,2023-03-13,16.92,15.5,PASS,0.316,C,0,100016_11,90
258,100016,2022/23,Te Puke,Green,conventional,12,2023-03-20,17.28,15.5,PASS,0.396,C,0,100016_12,90
259,100016,2022/23,Te Puke,Green,conventional,13,2023-03-27,17.71,15.5,PASS,0.491,B,0,100016_13,90
260,100016,2022/23,Te Puke,Green,conventional,14,2023-04-03,16.92,15.5,PASS,0.316,C,0,100016_14,90
261,100016,2022/23,Te Puke,Green,conventional,15,2023-04-10,17.6,15.5,PASS,0.467,B,0,100016_15,90
262,100016,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.5,15.5,PASS,0.222,C,0,100016_16,90
263,100016,2022/23,Te Puke,Green,conventional,17,2023-04-24,17.57,15.5,PASS,0.46,B,0,100016_17,90
264,100016,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.88,15.5,PASS,0.307,C,0,100016_18,90
265,100016,2022/23,Te Puke,Green,conventional,19,2023-05-08,17.21,15.5,PASS,0.38,C,0,100016_19,90
266,100016,2022/23,Te Puke,Green,conventional,20,2023-05-15,16.23,15.5,PASS,0.162,D,0,100016_20,90
267,100016,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.31,15.5,PASS,0.18,D,0,100016_21,90
268,100016,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.84,15.5,PASS,0.298,C,0,100016_22,90
269,100016,2022/23,Te Puke,Green,conventional,23,2023-06-05,17.01,15.5,PASS,0.336,C,0,100016_23,90
270,100016,2022/23,Te Puke,Green,conventional,24,2023-06-12,15.76,15.5,PASS,0.058,D,0,100016_24,90
271,100016,2022/23,Te Puke,Green,conventional,25,2023-06-19,16.65,15.5,PASS,0.256,C,0,100016_25,90
272,100016,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.29,15.5,PASS,0.176,D,0,100016_26,90
273,100017,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.84,16.1,PASS,0.384,C,0,100017_11,90
274,100017,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.0,16.1,PASS,0.198,D,0,100017_12,90
275,100017,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.48,16.1,PASS,0.304,C,0,100017_13,90
276,100017,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,17.36,16.1,PASS,0.278,C,0,100017_14,90
277,100017,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.18,16.1,PASS,0.238,C,0,100017_15,90
278,100017,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.63,16.1,PASS,0.337,C,0,100017_16,90
279,100017,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.62,16.1,PASS,0.115,D,0,100017_17,90
280,100017,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,17.34,16.1,PASS,0.273,C,0,100017_18,90
281,100017,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.36,16.1,PASS,0.057,D,0,100017_19,90
282,100017,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,18.02,16.1,PASS,0.423,B,0,100017_20,90
283,100017,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.86,16.1,PASS,0.168,D,0,100017_21,90
284,100017,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.05,16.1,FAIL,0.0,F,0,100017_22,90
285,100017,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.77,16.1,PASS,0.148,D,0,100017_23,90
286,100017,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.79,16.1,PASS,0.152,D,0,100017_24,90
287,100017,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,15.57,16.1,FAIL,0.0,F,0,100017_25,90
288,100017,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.79,16.1,FAIL,0.0,F,0,100017_26,90
289,100018,2022/23,Te Puke,Green,conventional,11,2023-03-13,16.93,15.5,PASS,0.318,C,0,100018_11,90
290,100018,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.75,15.5,PASS,0.278,C,0,100018_12,90
291,100018,2022/23,Te Puke,Green,conventional,13,2023-03-27,18.03,15.5,PASS,0.562,B,0,100018_13,90
292,100018,2022/23,Te Puke,Green,conventional,14,2023-04-03,17.72,15.5,PASS,0.493,B,0,100018_14,90
293,100018,2022/23,Te Puke,Green,conventional,15,2023-04-10,17.43,15.5,PASS,0.429,B,0,100018_15,90
294,100018,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.76,15.5,PASS,0.28,C,0,100018_16,90
295,100018,2022/23,Te Puke,Green,conventional,17,2023-04-24,17.38,15.5,PASS,0.418,B,0,100018_17,90
296,100018,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.8,15.5,PASS,0.289,C,0,100018_18,90
297,100018,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.4,15.5,PASS,0.2,C,0,100018_19,90
298,100018,2022/23,Te Puke,Green,conventional,20,2023-05-15,16.77,15.5,PASS,0.282,C,0,100018_20,90
299,100018,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.33,15.5,PASS,0.184,D,0,100018_21,90
300,100018,2022/23,Te Puke,Green,conventional,22,2023-05-29,17.05,15.5,PASS,0.344,C,0,100018_22,90
301,100018,2022/23,Te Puke,Green,conventional,23,2023-06-05,16.82,15.5,PASS,0.293,C,0,100018_23,90
302,100018,2022/23,Te Puke,Green,conventional,24,2023-06-12,16.48,15.5,PASS,0.218,C,0,100018_24,90
303,100018,2022/23,Te Puke,Green,conventional,25,2023-06-19,16.47,15.5,PASS,0.216,C,0,100018_25,90
304,100018,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.35,15.5,PASS,0.189,D,0,100018_26,90
305,100019,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.48,16.1,PASS,0.084,D,1,100019_11,90
306,100019,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.18,16.1,PASS,0.238,C,1,100019_12,90
307,100019,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.16,16.1,PASS,0.234,C,1,100019_13,90
308,100019,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.1,16.1,PASS,0.0,D,1,100019_14,90
309,100019,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.89,16.1,PASS,0.174,D,1,100019_15,90
310,100019,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,16.95,16.1,PASS,0.187,D,1,100019_16,90
311,100019,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,17.69,16.1,PASS,0.351,C,1,100019_17,90
312,100019,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.04,16.1,FAIL,0.0,F,1,100019_18,90
313,100019,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.52,16.1,PASS,0.093,D,1,100019_19,90
314,100019,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.88,16.1,PASS,0.172,D,1,100019_20,90
315,100019,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.6,16.1,PASS,0.11,D,1,100019_21,90
316,100019,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,15.79,16.1,FAIL,0.0,F,1,100019_22,90
317,100019,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,15.86,16.1,FAIL,0.0,F,1,100019_23,90
318,100019,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.45,16.1,FAIL,0.0,F,1,100019_24,90
319,100019,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.35,16.1,PASS,0.055,D,1,100019_25,90
320,100019,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,16.19,16.1,PASS,0.02,D,1,100019_26,90
321,100020,2022/23,Te Puke,Green,conventional,11,2023-03-13,16.58,15.5,PASS,0.24,C,0,100020_11,90
322,100020,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.52,15.5,PASS,0.227,C,0,100020_12,90
323,100020,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.59,15.5,PASS,0.242,C,0,100020_13,90
324,100020,2022/23,Te Puke,Green,conventional,14,2023-04-03,17.25,15.5,PASS,0.389,C,0,100020_14,90
325,100020,2022/23,Te Puke,Green,conventional,15,2023-04-10,16.79,15.5,PASS,0.287,C,0,100020_15,90
326,100020,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.57,15.5,PASS,0.238,C,0,100020_16,90
327,100020,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.64,15.5,PASS,0.253,C,0,100020_17,90
328,100020,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.1,15.5,PASS,0.133,D,0,100020_18,90
329,100020,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.23,15.5,PASS,0.162,D,0,100020_19,90
330,100020,2022/23,Te Puke,Green,conventional,20,2023-05-15,15.71,15.5,PASS,0.047,D,0,100020_20,90
331,100020,2022/23,Te Puke,Green,conventional,21,2023-05-22,17.07,15.5,PASS,0.349,C,0,100020_21,90
332,100020,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.28,15.5,PASS,0.173,D,0,100020_22,90
333,100020,2022/23,Te Puke,Green,conventional,23,2023-06-05,15.35,15.5,FAIL,0.0,F,0,100020_23,90
334,100020,2022/23,Te Puke,Green,conventional,24,2023-06-12,16.36,15.5,PASS,0.191,D,0,100020_24,90
335,100020,2022/23,Te Puke,Green,conventional,25,2023-06-19,16.21,15.5,PASS,0.158,D,0,100020_25,90
336,100020,2022/23,Te Puke,Green,conventional,26,2023-06-26,16.42,15.5,PASS,0.204,C,0,100020_26,90
337,100021,2022/23,Te Puke,Green,conventional,11,2023-03-13,17.21,15.5,PASS,0.38,C,0,100021_11,90
338,100021,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.24,15.5,PASS,0.164,D,0,100021_12,90
339,100021,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.65,15.5,PASS,0.256,C,0,100021_13,90
340,100021,2022/23,Te Puke,Green,conventional,14,2023-04-03,16.43,15.5,PASS,0.207,C,0,100021_14,90
341,100021,2022/23,Te Puke,Green,conventional,15,2023-04-10,16.98,15.5,PASS,0.329,C,0,100021_15,90
342,100021,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.7,15.5,PASS,0.267,C,0,100021_16,90
343,100021,2022/23,Te Puke,Green,conventional,17,2023-04-24,15.82,15.5,PASS,0.071,D,0,100021_17,90
344,100021,2022/23,Te Puke,Green,conventional,18,2023-05-01,17.11,15.5,PASS,0.358,C,0,100021_18,90
345,100021,2022/23,Te Puke,Green,conventional,19,2023-05-08,16.16,15.5,PASS,0.147,D,0,100021_19,90
346,100021,2022/23,Te Puke,Green,conventional,20,2023-05-15,15.1,15.5,FAIL,0.0,F,0,100021_20,90
347,100021,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.53,15.5,PASS,0.229,C,0,100021_21,90
348,100021,2022/23,Te Puke,Green,conventional,22,2023-05-29,16.35,15.5,PASS,0.189,D,0,100021_22,90
349,100021,2022/23,Te Puke,Green,conventional,23,2023-06-05,15.43,15.5,FAIL,0.0,F,0,100021_23,90
350,100021,2022/23,Te Puke,Green,conventional,24,2023-06-12,16.36,15.5,PASS,0.191,D,0,100021_24,90
351,100021,2022/23,Te Puke,Green,conventional,25,2023-06-19,16.46,15.5,PASS,0.213,C,0,100021_25,90
352,100021,2022/23,Te Puke,Green,conventional,26,2023-06-26,15.67,15.5,PASS,0.038,D,0,100021_26,90
353,100022,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.33,16.1,PASS,0.271,C,1,100022_11,90
354,100022,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.86,16.1,PASS,0.168,D,1,100022_12,90
355,100022,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.1,16.1,PASS,0.0,D,1,100022_13,90
356,100022,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.16,16.1,PASS,0.013,D,1,100022_14,90
357,100022,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.09,16.1,PASS,0.218,C,1,100022_15,90
358,100022,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.3,16.1,PASS,0.265,C,1,100022_16,90
359,100022,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,17.0,16.1,PASS,0.198,D,1,100022_17,90
360,100022,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.32,16.1,PASS,0.049,D,1,100022_18,90
361,100022,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,15.71,16.1,FAIL,0.0,F,1,100022_19,90
362,100022,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.75,16.1,PASS,0.143,D,1,100022_20,90
363,100022,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.28,16.1,PASS,0.04,D,1,100022_21,90
364,100022,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.51,16.1,PASS,0.09,D,1,100022_22,90
365,100022,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.15,16.1,PASS,0.011,D,1,100022_23,90
366,100022,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.42,16.1,PASS,0.071,D,1,100022_24,90
367,100022,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.07,16.1,FAIL,0.0,F,1,100022_25,90
368,100022,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.63,16.1,FAIL,0.0,F,1,100022_26,90
369,100023,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.92,16.1,PASS,0.181,D,0,100023_11,90
370,100023,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,15.86,16.1,FAIL,0.0,F,0,100023_12,90
371,100023,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.2,16.1,PASS,0.243,C,0,100023_13,90
372,100023,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,17.16,16.1,PASS,0.234,C,0,100023_14,90
373,100023,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.88,16.1,PASS,0.172,D,0,100023_15,90
374,100023,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,16.96,16.1,PASS,0.19,D,0,100023_16,90
375,100023,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,17.22,16.1,PASS,0.247,C,0,100023_17,90
376,100023,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,17.21,16.1,PASS,0.245,C,0,100023_18,90
377,100023,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.42,16.1,PASS,0.071,D,0,100023_19,90
378,100023,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.49,16.1,PASS,0.086,D,0,100023_20,90
379,100023,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,15.95,16.1,FAIL,0.0,F,0,100023_21,90
380,100023,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.86,16.1,PASS,0.168,D,0,100023_22,90
381,100023,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.45,16.1,PASS,0.077,D,0,100023_23,90
382,100023,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.57,16.1,FAIL,0.0,F,0,100023_24,90
383,100023,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,16.14,16.1,PASS,0.009,D,0,100023_25,90
384,100023,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.08,16.1,FAIL,0.0,F,0,100023_26,90
385,100024,2022/23,Te Puke,Green,conventional,11,2023-03-13,17.48,15.5,PASS,0.44,B,1,100024_11,90
386,100024,2022/23,Te Puke,Green,conventional,12,2023-03-20,16.26,15.5,PASS,0.169,D,1,100024_12,90
387,100024,2022/23,Te Puke,Green,conventional,13,2023-03-27,16.74,15.5,PASS,0.276,C,1,100024_13,90
388,100024,2022/23,Te Puke,Green,conventional,14,2023-04-03,17.01,15.5,PASS,0.336,C,1,100024_14,90
389,100024,2022/23,Te Puke,Green,conventional,15,2023-04-10,16.23,15.5,PASS,0.162,D,1,100024_15,90
390,100024,2022/23,Te Puke,Green,conventional,16,2023-04-17,16.56,15.5,PASS,0.236,C,1,100024_16,90
391,100024,2022/23,Te Puke,Green,conventional,17,2023-04-24,16.4,15.5,PASS,0.2,C,1,100024_17,90
392,100024,2022/23,Te Puke,Green,conventional,18,2023-05-01,16.65,15.5,PASS,0.256,C,1,100024_18,90
393,100024,2022/23,Te Puke,Green,conventional,19,2023-05-08,15.86,15.5,PASS,0.08,D,1,100024_19,90
394,100024,2022/23,Te Puke,Green,conventional,20,2023-05-15,16.21,15.5,PASS,0.158,D,1,100024_20,90
395,100024,2022/23,Te Puke,Green,conventional,21,2023-05-22,16.77,15.5,PASS,0.282,C,1,100024_21,90
396,100024,2022/23,Te Puke,Green,conventional,22,2023-05-29,15.62,15.5,PASS,0.027,D,1,100024_22,90
397,100024,2022/23,Te Puke,Green,conventional,23,2023-06-05,15.68,15.5,PASS,0.04,D,1,100024_23,90
398,100024,2022/23,Te Puke,Green,conventional,24,2023-06-12,15.06,15.5,FAIL,0.0,F,1,100024_24,90
399,100024,2022/23,Te Puke,Green,conventional,25,2023-06-19,15.63,15.5,PASS,0.029,D,1,100024_25,90
400,100024,2022/23,Te Puke,Green,conventional,26,2023-06-26,15.63,15.5,PASS,0.029,D,1,100024_26,90
401,100025,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,16.63,16.1,PASS,0.117,D,0,100025_11,90
402,100025,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.71,16.1,PASS,0.135,D,0,100025_12,90
403,100025,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.56,16.1,PASS,0.322,C,0,100025_13,90
404,100025,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.78,16.1,PASS,0.15,D,0,100025_14,90
405,100025,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.54,16.1,PASS,0.097,D,0,100025_15,90
406,100025,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.14,16.1,PASS,0.229,C,0,100025_16,90
407,100025,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.28,16.1,PASS,0.04,D,0,100025_17,90
408,100025,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.54,16.1,PASS,0.097,D,0,100025_18,90
409,100025,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,16.57,16.1,PASS,0.104,D,0,100025_19,90
410,100025,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.4,16.1,PASS,0.066,D,0,100025_20,90
411,100025,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,15.14,16.1,FAIL,0.0,F,0,100025_21,90
412,100025,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.49,16.1,PASS,0.086,D,0,100025_22,90
413,100025,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.06,16.1,FAIL,0.0,F,0,100025_23,90
414,100025,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,16.07,16.1,FAIL,0.0,F,0,100025_24,90
415,100025,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,15.99,16.1,FAIL,0.0,F,0,100025_25,90
416,100025,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.57,16.1,FAIL,0.0,F,0,100025_26,90
417,100026,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.21,16.1,PASS,0.245,C,0,100026_11,90
418,100026,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,16.46,16.1,PASS,0.079,D,0,100026_12,90
419,100026,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.65,16.1,PASS,0.121,D,0,100026_13,90
420,100026,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,16.23,16.1,PASS,0.029,D,0,100026_14,90
421,100026,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,16.64,16.1,PASS,0.119,D,0,100026_15,90
422,100026,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,16.78,16.1,PASS,0.15,D,0,100026_16,90
423,100026,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,15.64,16.1,FAIL,0.0,F,0,100026_17,90
424,100026,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.69,16.1,PASS,0.13,D,0,100026_18,90
425,100026,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,15.64,16.1,FAIL,0.0,F,0,100026_19,90
426,100026,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.31,16.1,PASS,0.046,D,0,100026_20,90
427,100026,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,15.69,16.1,FAIL,0.0,F,0,100026_21,90
428,100026,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,15.6,16.1,FAIL,0.0,F,0,100026_22,90
429,100026,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.21,16.1,PASS,0.024,D,0,100026_23,90
430,100026,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.72,16.1,FAIL,0.0,F,0,100026_24,90
431,100026,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,15.27,16.1,FAIL,0.0,F,0,100026_25,90
432,100026,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,15.1,16.1,FAIL,0.0,F,0,100026_26,90
433,100027,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.14,16.1,PASS,0.229,C,0,100027_11,90
434,100027,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.0,16.1,PASS,0.198,D,0,100027_12,90
435,100027,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,16.65,16.1,PASS,0.121,D,0,100027_13,90
436,100027,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,17.28,16.1,PASS,0.26,C,0,100027_14,90
437,100027,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.8,16.1,PASS,0.375,C,0,100027_15,90
438,100027,2022/23,Te Puke,SunGold,conventional,16,2023-04-17,17.63,16.1,PASS,0.337,C,0,100027_16,90
439,100027,2022/23,Te Puke,SunGold,conventional,17,2023-04-24,16.91,16.1,PASS,0.179,D,0,100027_17,90
440,100027,2022/23,Te Puke,SunGold,conventional,18,2023-05-01,16.86,16.1,PASS,0.168,D,0,100027_18,90
441,100027,2022/23,Te Puke,SunGold,conventional,19,2023-05-08,17.39,16.1,PASS,0.284,C,0,100027_19,90
442,100027,2022/23,Te Puke,SunGold,conventional,20,2023-05-15,16.11,16.1,PASS,0.002,D,0,100027_20,90
443,100027,2022/23,Te Puke,SunGold,conventional,21,2023-05-22,16.63,16.1,PASS,0.117,D,0,100027_21,90
444,100027,2022/23,Te Puke,SunGold,conventional,22,2023-05-29,16.57,16.1,PASS,0.104,D,0,100027_22,90
445,100027,2022/23,Te Puke,SunGold,conventional,23,2023-06-05,16.22,16.1,PASS,0.026,D,0,100027_23,90
446,100027,2022/23,Te Puke,SunGold,conventional,24,2023-06-12,15.72,16.1,FAIL,0.0,F,0,100027_24,90
447,100027,2022/23,Te Puke,SunGold,conventional,25,2023-06-19,15.71,16.1,FAIL,0.0,F,0,100027_25,90
448,100027,2022/23,Te Puke,SunGold,conventional,26,2023-06-26,16.71,16.1,PASS,0.135,D,0,100027_26,90
449,100028,2022/23,Te Puke,SunGold,conventional,11,2023-03-13,17.56,16.1,PASS,0.322,C,0,100028_11,90
450,100028,2022/23,Te Puke,SunGold,conventional,12,2023-03-20,17.03,16.1,PASS,0.205,C,0,100028_12,90
451,100028,2022/23,Te Puke,SunGold,conventional,13,2023-03-27,17.36,16.1,PASS,0.278,C,0,100028_13,90
452,100028,2022/23,Te Puke,SunGold,conventional,14,2023-04-03,18.0,16.1,PASS,0.419,B,0,100028_14,90
453,100028,2022/23,Te Puke,SunGold,conventional,15,2023-04-10,17.42,16.1,PASS,0.291,C,0,100028_15,90
